MES,GRUPO DE ENTREGA,MARCA,TIPO DE LINEA,LINEA,TIPO DE MATERIAL,O.P. NÚMERO,REFERENCIA,DESC. ITEM,DETALLE EXT. 1,DESC. NORMAL DETALLE EXT. 1,DESC. DETALLE EXT. 2,CANT. COMPLETA,FECHA CREACION,DESC. OPERACION
JUNIO,021 - 2JUN1                                   ,STOP,008 - MODA                                    ,002 - BLUSA-CAMISA                            ,002 - TEJIDO PLANO                            ,MOP-00000058,ST0001307                                         ,CAMISA ML CON ESCOTE EN V,11-0602             ,MARFIL,T-S,205,2026-05-27,CORTE
JUNIO,021 - 2JUN1                                   ,STOP,008 - MODA                                    ,002 - BLUSA-CAMISA                            ,002 - TEJIDO PLANO                            ,MOP-00000058,ST0001307                                         ,CAMISA ML CON ESCOTE EN V,11-0602             ,MARFIL,T-XL,131,2026-05-27,CORTE
JUNIO,021 - 2JUN1                                   ,STOP,008 - MODA                                    ,002 - BLUSA-CAMISA                            ,002 - TEJIDO PLANO                            ,MOP-00000058,ST0001307                                         ,CAMISA ML CON ESCOTE EN V,11-0602             ,MARFIL,T-XS,80,2026-05-27,CORTE
ABRIL,047 - 4DIC3                                   ,STOP,005 - ESENCIAL                                ,004 - SOBRETODOS                              ,005 - DENIM                                   ,MOP-00000059,15015824                                          ,CHAQUETA DENIM NEGRA ESENCIAL,19-4004             ,NEGRO,T-L,76,2026-05-05,CORTE                                   
ABRIL,047 - 4DIC3                                   ,STOP,005 - ESENCIAL                                ,004 - SOBRETODOS                              ,005 - DENIM                                   ,MOP-00000059,15015824                                          ,CHAQUETA DENIM NEGRA ESENCIAL,19-4004             ,NEGRO,T-M,294,2026-05-05,CORTE                                   
ABRIL,047 - 4DIC3                                   ,STOP,005 - ESENCIAL                                ,004 - SOBRETODOS                              ,005 - DENIM                                   ,MOP-00000059,15015824                                          ,CHAQUETA DENIM NEGRA ESENCIAL,19-4004             ,NEGRO,T-S,296,2026-05-05,CORTE                                   
ABRIL,047 - 4DIC3                                   ,STOP,005 - ESENCIAL                                ,004 - SOBRETODOS                              ,005 - DENIM                                   ,MOP-00000059,15015824                                          ,CHAQUETA DENIM NEGRA ESENCIAL,19-4004             ,NEGRO,T-XL,38,2026-05-05,CORTE                                   
JULIO,025 - 3JUL1                                   ,STOP,008 - MODA                                    ,016 - TOP -BODY                               ,001 - TEJIDO PUNTO                            ,MOP-00000060,ST0000273                                         ,TOP MANGA LARGA  HERRAJE EN HOMBRO,11-0604             ,MARFIL,T-L,336,2026-04-22,CORTE
JULIO,025 - 3JUL1                                   ,STOP,008 - MODA                                    ,016 - TOP -BODY                               ,001 - TEJIDO PUNTO                            ,MOP-00000060,ST0000273                                         ,TOP MANGA LARGA  HERRAJE EN HOMBRO,11-0604             ,MARFIL,T-M,481,2026-04-22,CORTE
JULIO,025 - 3JUL1                                   ,STOP,008 - MODA                                    ,016 - TOP -BODY                               ,001 - TEJIDO PUNTO                            ,MOP-00000060,ST0000273                                         ,TOP MANGA LARGA  HERRAJE EN HOMBRO,11-0604             ,MARFIL,T-S,366,2026-04-22,CORTE
JULIO,025 - 3JUL1                                   ,STOP,008 - MODA                                    ,016 - TOP -BODY                               ,001 - TEJIDO PUNTO                            ,MOP-00000060,ST0000273                                         ,TOP MANGA LARGA  HERRAJE EN HOMBRO,11-0604             ,MARFIL,T-XL,218,2026-04-22,CORTE
JULIO,025 - 3JUL1                                   ,STOP,008 - MODA                                    ,016 - TOP -BODY                               ,001 - TEJIDO PUNTO                            ,MOP-00000060,ST0000273                                         ,TOP MANGA LARGA  HERRAJE EN HOMBRO,11-0604             ,MARFIL,T-XS,118,2026-04-22,CORTE
JULIO,025 - 3JUL1                                   ,STOP,008 - MODA                                    ,016 - TOP -BODY                               ,001 - TEJIDO PUNTO                            ,MOP-00000061,ST0000273                                         ,TOP MANGA LARGA  HERRAJE EN HOMBRO,19-1716             ,VINOTINTO,T-L,296,2026-05-20,CORTE
JULIO,025 - 3JUL1                                   ,STOP,008 - MODA                                    ,016 - TOP -BODY                               ,001 - TEJIDO PUNTO                            ,MOP-00000061,ST0000273                                         ,TOP MANGA LARGA  HERRAJE EN HOMBRO,19-1716             ,VINOTINTO,T-M,423,2026-05-20,CORTE
JULIO,025 - 3JUL1                                   ,STOP,008 - MODA                                    ,016 - TOP -BODY                               ,001 - TEJIDO PUNTO                            ,MOP-00000061,ST0000273                                         ,TOP MANGA LARGA  HERRAJE EN HOMBRO,19-1716             ,VINOTINTO,T-S,342,2026-05-20,CORTE
JULIO,025 - 3JUL1                                   ,STOP,008 - MODA                                    ,016 - TOP -BODY                               ,001 - TEJIDO PUNTO                            ,MOP-00000061,ST0000273                                         ,TOP MANGA LARGA  HERRAJE EN HOMBRO,19-1716             ,VINOTINTO,T-XL,212,2026-05-20,CORTE
JULIO,025 - 3JUL1                                   ,STOP,008 - MODA                                    ,016 - TOP -BODY                               ,001 - TEJIDO PUNTO                            ,MOP-00000061,ST0000273                                         ,TOP MANGA LARGA  HERRAJE EN HOMBRO,19-1716             ,VINOTINTO,T-XS,84,2026-05-20,CORTE
JULIO,025 - 3JUL1                                   ,STOP,008 - MODA                                    ,003 - CORTOS                                  ,005 - DENIM                                   ,MOP-00000062,ST0000265                                         ,FALDA SHORT TIRO ALTO COLOR NEGRO,IND06               ,NEGRO MEDIO,T-10,585,2026-05-11,CORTE
JULIO,025 - 3JUL1                                   ,STOP,008 - MODA                                    ,003 - CORTOS                                  ,005 - DENIM                                   ,MOP-00000062,ST0000265                                         ,FALDA SHORT TIRO ALTO COLOR NEGRO,IND06               ,NEGRO MEDIO,T-12,468,2026-05-11,CORTE
JULIO,025 - 3JUL1                                   ,STOP,008 - MODA                                    ,003 - CORTOS                                  ,005 - DENIM                                   ,MOP-00000062,ST0000265                                         ,FALDA SHORT TIRO ALTO COLOR NEGRO,IND06               ,NEGRO MEDIO,T-14,351,2026-05-11,CORTE
JULIO,025 - 3JUL1                                   ,STOP,008 - MODA                                    ,003 - CORTOS                                  ,005 - DENIM                                   ,MOP-00000062,ST0000265                                         ,FALDA SHORT TIRO ALTO COLOR NEGRO,IND06               ,NEGRO MEDIO,T-6,474,2026-05-11,CORTE
JULIO,025 - 3JUL1                                   ,STOP,008 - MODA                                    ,003 - CORTOS                                  ,005 - DENIM                                   ,MOP-00000062,ST0000265                                         ,FALDA SHORT TIRO ALTO COLOR NEGRO,IND06               ,NEGRO MEDIO,T-8,595,2026-05-11,CORTE
