MES,MES ADELANTO,GRUPO DE ENTREGA,MARCA,TIPO DE LINEA,TIPO DE MATERIAL,REFERENCIA,DESC. ITEM,TIPO DE ABASTECIMIENTO
010 - OCTUBRE                                 , ,,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,B10043818,LEVANTACOLA T/ALTO LAV OSCURO CON BOLSI,
002 - FEBRERO                                 , ,,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,B10044822,MOM JEAN T/ALTO LAV MEDIO OSCURO CON PR,
011 - NOVIEMBRE                               , ,,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,B10044918,LEVANTACOLA T/ALTO LAV OSCURO DETALLE E,
011 - NOVIEMBRE                               , ,,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,B10045918,LEVANTACOLA T/ALTO NEGRO CON APLIQUE EN,
012 - DICIEMBRE                               , ,,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,B10046822,MOM JEAN DESCADERADO LAV MEDIO DETALLE,
012 - DICIEMBRE                               , ,,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,B10047918,LEVANTACOLA T/ALTO LAV MEDIO OSC APLIQU,
012 - DICIEMBRE                               , ,,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,B10047922,MOM JEAN T/ALTO LAV CLARO CON ROTOS,
012 - DICIEMBRE                               , ,,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,B10048918,LEVANTACOLA T/ALTO LAV MEDIO CON BOLSIL,
011 - NOVIEMBRE                               , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,B10048923,FALDA T/ALTO LAV CLARO CORTA CON TELA D,
005 - MAYO                                    , ,,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,B10049912,LIPOJEAN T/ALTO LAV MEDIO CON DETALLE E,
012 - DICIEMBRE                               , ,,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,B10049918,LEVANTACOLA T/ALTO LAV MEDIO CON INSUMO,
012 - DICIEMBRE                               , ,,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,B10050812,LIPOJEAN T/ALTO LAV OSCURO SIN BOLSILLO,
011 - NOVIEMBRE                               , ,,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,B10050818,LEVANTACOLA T/ALTO NEGRO EFECTO CUERO,
011 - NOVIEMBRE                               , ,,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,B10051818,LEVANTACOLA T/ALTO PLATA TELA CON EFECT,
012 - DICIEMBRE                               , ,,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,B10052818,LEVANTACOLA T/ALTO LAV MEDIO DETALLE EN,
012 - DICIEMBRE                               , ,,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,B10053818,LEVANTACOLA T/ALTO LAV OSC CON APLIQUE,
004 - ABRIL                                   , ,,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,B10053823,FALDA T/ALTO LAV MEDIO LARGA CON ABERTU,
001 - ENERO                                   , ,,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,B10054918,LEVANTACOLA T/ALTO  LAV MEDIO RELOJERA,
001 - ENERO                                   , ,,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,B10055818,LEVANTACOLA T/ALTO LAV MEDIO CON ACCES,
009 - SEPTIEMBRE                              , ,,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,B10056823,FALDA T/ALTO ANIMAL PRINT,
001 - ENERO                                   , ,,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,B10056918,LEVANTACOLA T/ALTO LAV OSCURO CON BOLSI,
001 - ENERO                                   , ,,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,B10057834,CARGO TIRO ALTO CON  BOLSILLOSEN COSTAD,
002 - FEBRERO                                 , ,,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,B10057918,LEVANTACOLA T/ALTO LAV OSCURO DETALLE E,
010 - OCTUBRE                                 , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,B10060834,PANTALON CARGO T/ALTO COLOR BOLSILLO EN,
008 - AGOSTO                                  , ,,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,B10069834,PANTALON CARGO T/BAJO LAV MEDIO CON BOL,
008 - AGOSTO                                  , ,,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,B10070855,RETROJEAN T/BAJO LAV CLARO CON DESGASTE,
010 - OCTUBRE                                 , ,,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,B10071855,RETROJEAN T/ALTO LAV CLARO CON CORDON E,
011 - NOVIEMBRE                               , ,,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,B10071934,PANTALON CARGO T/ALTO LAV MEDIO OSCURO,
