MES,MES ADELANTO,GRUPO DE ENTREGA,MARCA,TIPO DE LINEA,LINEA,TIPO DE MATERIAL,REFERENCIA,DESC. ITEM,TIPO DE ABASTECIMIENTO,PRIORIDAD
DICIEMBRE, ,020 - 2MAY4                                   ,YOYO,008 - MODA                                    ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,B32042205,BLUSA ML TEEN PLUS CON ELASTICO EN MANG,,Normal
DICIEMBRE, ,020 - 2MAY4                                   ,YOYO,008 - MODA                                    ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,B32042703,BLUSA MS TP LAV BLACK,,Normal
DICIEMBRE, ,020 - 2MAY4                                   ,YOYO,008 - MODA                                    ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,B32050209,BLUSA TIRAS TP CON BORBADO EN FRENTE,,Normal
DICIEMBRE, ,020 - 2MAY4                                   ,YOYO,008 - MODA                                    ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,B32056705,BLUSA ML TP  CON MOÑO EN FRENTE,,Normal
DICIEMBRE, ,020 - 2MAY4                                   ,YOYO,008 - MODA                                    ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,B32147704,BLUSA MC TEEN PLUS CON AMARRE EN FRENTE,,Normal
DICIEMBRE, ,020 - 2MAY4                                   ,YOYO,008 - MODA                                    ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,MY0004851,FALDA SHORT BOLSILLO CORAZON,,Normal
DICIEMBRE, ,020 - 2MAY4                                   ,YOYO,008 - MODA                                    ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,MY0004854,FALDA CORTA TIRO ALTO GLOBO,,Normal
DICIEMBRE, ,020 - 2MAY4                                   ,YOYO,008 - MODA                                    ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,MY0004855,FALDA SHORT,,Normal
DICIEMBRE, ,020 - 2MAY4                                   ,YOYO,008 - MODA                                    ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,MY0004856,FALDA SHORT 5 BOLSILLOS CON TACHES E,,Normal
DICIEMBRE, ,020 - 2MAY4                                   ,YOYO,008 - MODA                                    ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,B32155104,BLUSA MC TEEN MANGA BOMBACHA,,Normal
DICIEMBRE, ,020 - 2MAY4                                   ,YOYO,008 - MODA                                    ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,B32165704,BLUSA MC TP CON BOLSILLO CUADRADO LARG,,Normal
DICIEMBRE, ,020 - 2MAY4                                   ,YOYO,008 - MODA                                    ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,B32186704,BLUSA MC TP CON APLIQUE EN BOLSILLO,,Normal
DICIEMBRE, ,020 - 2MAY4                                   ,YOYO,003 - OPORTUNIDADES                           ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,B33001108,JEAN DAY T/ALTO TEEN SPECIAL CON BOLSIL,,Normal
DICIEMBRE, ,020 - 2MAY4                                   ,YOYO,003 - OPORTUNIDADES                           ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,B33001135,PANTALON CARGO T/ALTO TEEN PUNTA DE PRE,,Normal
DICIEMBRE, ,020 - 2MAY4                                   ,YOYO,003 - OPORTUNIDADES                           ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,B33002234,RETROMOM T/ALTO TP COLOR BOTA RECTA SPE,,Normal
